scalerank	natscale	labelrank	featurecla	name	namepar	namealt	diffascii	nameascii	adm0cap	capalt	capin	worldcity	megacity	sov0name	sov_a3	adm0name	adm0_a3	adm1name	iso_a2	note	latitude	longitude	changed	namediff	diffnote	pop_max	pop_min	pop_other	rank_max	rank_min	geonameid	meganame	ls_name	ls_match	checkme
7	20	3	Admin-1 region capital	Trieste			0	Trieste	0	0		0	0	Italy	ITA	Italy	ITA	Friuli-Venezia Giulia	IT		45,65037762	13,80002559	4	0	Changed feature class.	216035	211184	214514	10	10	3165185		Trieste	1	0
4	50	1	Populated place	Vancouver			0	Vancouver	0	0		0	0	United States	USA	United States of America	USA	Washington	US		45,63030133	-122,6399925	0	0		525802	161791	482002	11	9	5814616		Vancouver1	1	1
3	110	1	Populated place	Portland			0	Portland	0	0		0	1	United States	USA	United States of America	USA	Oregon	US		45,52002382	-122,6799901	0	0		1875000	540513	11808	12	11	5746545	Portland	Portland2	1	0
2	200	2	Populated place	Montreal		Montreal	0	Montreal	0	0		0	1	Canada	CAN	Canada	CAN	Quebec	CA		45,49999921	-73,58329696	5	0	Changed scale rank.	3678000	2356556	2314616	12	12	6077243	Montreal	Montreal	1	0
2	200	3	Admin-1 region capital	Milan	Milano		0	Milan	0	0		1	1	Italy	ITA	Italy	ITA	Lombardia	IT		45,4699752	9,20500891	4	0	Changed feature class.	2945000	1306661	2857662	12	12	3173435	Milano	Milan	1	0
4	50	3	Admin-1 region capital	Venice			0	Venice	0	0		0	0	Italy	ITA	Italy	ITA	Veneto	IT		45,43865928	12,33499874	4	0	Location adjusted. Changed feature class.	270816	270816	27445	10	10	3164603		Venice	1	3
3	110	2	Admin-0 capital	Ottawa		Ottawa-Gatineau	0	Ottawa	1	0		0	1	Canada	CAN	Canada	CAN	Ontario	CA		45,4166968	-75,7000153	0	0		1145000	812129	872781	12	11	6094817	Ottawa-Gatineau	Ottawa	1	5
4	50	1	Populated place	Jixi		Jixi, Heilongjiang	0	Jixi	0	0		0	1	China	CHN	China	CHN	Heilongjiang	CN		45,29995974	130,9700313	1	0	Changed scale rank.	965000	403759	460608	11	10	2036389	Jixi, Heilongjiang	Jixi	1	0
7	20	8	Admin-0 region capital	Novi Sad			0	Novi Sad	0	0		0	0	Republic of Serbia	SRB	Serbia	SRB	JuPno-Backi	RS		45,2503762	19,84994055	4	0	Changed feature class.	225457	215400	206474	10	10	3194360		Novi Sad	1	0
6	30	3	Admin-1 region capital	Turin		Torino	0	Turin	0	0		0	1	Italy	ITA	Italy	ITA	Piemonte	IT		45,07038719	7,669960489	4	0	Changed scale rank. Changed feature class.	1652000	865263	1297994	12	11	3165524	Torino	Turin	1	0
4	50	2	Admin-1 capital	Stavropol			0	Stavropol	0	0		0	0	Russia	RUS	Russia	RUS	Stavropol'	RU		45,05000083	41,98001094	0	0		363064	338527	337802	10	10	487846		Stavropol	1	0
4	50	2	Admin-1 capital	Krasnodar			0	Krasnodar	0	0		0	0	Russia	RUS	Russia	RUS	Krasnodar	RU		45,01997683	39,0000378	0	0		649851	552532	508497	11	11	542420		Krasnodar	1	5
2	200	1	Populated place	Minneapolis		Minneapolis-St. Paul	0	Minneapolis	0	0		0	1	United States	USA	United States of America	USA	Minnesota	US		44,97997927	-93,25178634	5	0	Changed scale rank.	2616000	367773	1483274	12	10	5037649	Minneapolis-St. Paul	Minneapolis	1	0
4	50	1	Admin-1 capital	St. Paul		Saint Paul	0	St. Paul	0	0		0	0	United States	USA	United States of America	USA	Minnesota	US		44,94398663	-93,08497481	0	0		734854	285068	598361	11	10	5045360		St. Paul	1	0
4	50	1	Admin-1 capital	Salem			0	Salem	0	0		0	0	United States	USA	United States of America	USA	Oregon	US		44,92807029	-123,0238967	0	0		229010	146922	3442121	10	9	5750162		Salem2	1	0
4	50	3	Admin-1 region capital	Bordeaux			0	Bordeaux	0	0		0	1	French Republic	FRA	France	FRA	Aquitaine	FR		44,85001304	-0,595013063	4	0	Changed feature class.	803000	231844	608339	11	10	3031582	Bordeaux	Bordeaux	1	0
3	110	8	Admin-0 capital	Belgrade	Beograd		0	Belgrade	1	0		0	1	Republic of Serbia	SRB	Serbia	SRB	Grad Beograd	RS		44,81864545	20,46799068	0	0		1099000	1099000	1271541	12	12	792680	Beograd	Belgrade	1	0
4	50	6	Admin-1 capital	Qyzylorda		Qyzlorda|Kyzylorda	0	Qyzylorda	0	0		0	0	Kazakhstan	KAZ	Kazakhstan	KAZ	Qyzylorda	KZ		44,80001609	65,46498572	1	0	Changed scale rank.	300000	126519	0	10	9	1519922		Qyzylorda	1	0
7	20	8	Admin-0 region capital	Banja Luka			0	Banja Luka	0	0		0	0	Bosnia and Herzegovina	BIH	Bosnia and Herzegovina	BIH	Serbian Republic	BA		44,78040489	17,17997432	0	0		221738	221106	221042	10	10	3204541		Banja Luka	1	0
3	110	2	Admin-1 capital	Halifax			0	Halifax	0	0		0	0	Canada	CAN	Canada	CAN	Nova Scotia	CA		44,65002525	-63,60000452	4	0	Location adjusted.	359111	222874	0	10	10	6324729		Halifax	1	0
3	110	5	Populated place	Sevastapol			0	Sevastapol	0	0		0	0	Ukraine	UKR	Ukraine	UKR	Crimea	UA		44,59997662	33,46497514	0	0		379200	314465	290177	10	10	694423		Sevastapol	1	0
4	50	2	Populated place	Dalnegorsk			0	Dalnegorsk	0	0		0	0	Russia	RUS	Russia	RUS	Primor'ye	RU		44,5372156	135,5172473	0	0		8123	8123	8123	5	5	-1		Dalnegorsk	1	0
7	20	3	Admin-1 region capital	Bologna			0	Bologna	0	0		0	0	Italy	ITA	Italy	ITA	Emilia-Romagna	IT		44,50042198	11,34002071	4	0	Changed feature class.	488172	371217	467366	10	10	3181928		Bologna	1	0
4	50	1	Populated place	Burlington			0	Burlington	0	0		0	0	United States	USA	United States of America	USA	Vermont	US		44,47579816	-73,21246688	0	0		93807	38601	64314	8	7	5234372		Burlington2	1	0
2	200	6	Admin-0 capital	Bucharest	Bucuresti		0	Bucharest	1	0		1	1	Romania	ROU	Romania	ROU	Bucharest	RO		44,4333718	26,09994665	4	0	Changed scale rank.	1942000	1742194	1636574	12	12	683506	Bucuresti	Bucharest	1	0
6	30	3	Admin-1 region capital	Genoa			0	Genoa	0	0		0	0	Italy	ITA	Italy	ITA	Liguria	IT		44,40998822	8,930038614	1	0	Changed feature class. Changed scale rank.	647497	601951	643470	11	11	3176219		Genoa	1	0
3	110	1	Admin-1 capital	Pierre			0	Pierre	0	0		0	0	United States	USA	United States of America	USA	South Dakota	US		44,36833701	-100,350552	0	0		13879	13590	13590	6	6	5767918		Pierre	1	0
4	50	1	Admin-1 capital	Augusta			0	Augusta	0	0		0	0	United States	USA	United States of America	USA	Maine	US		44,31056276	-69,77998906	0	0		24042	18560	256646	7	6	4957003		Augusta2	1	0
4	50	6	Admin-1 capital	Constanta			0	Constanta	0	0		0	0	Romania	ROU	Romania	ROU	Constanta	RO		44,20266237	28,60997432	0	0		303399	266826	262345	10	10	680963		Constanta	1	0
7	20	0	Admin-0 capital	San Marino			0	San Marino	1	0		0	0	San Marino	SMR	San Marino	SMR		SM		43,91715008	12,46667029	0	0		29579	29000	0	7	7	3168070		San Marino	1	5
4	50	1	Populated place	Yining			0	Yining	0	0		0	0	China	CHN	China	CHN	Xinjiang Uygur	CN		43,90001935	81,35001094	0	0		403489	403489	385821	10	10	-1		Yining	1	0
2	200	1	Admin-1 capital	Changchun			0	Changchun	0	0		0	1	China	CHN	China	CHN	Jilin	CN		43,86500856	125,3399873	5	0	Changed scale rank.	3183000	2537421	2778774	12	12	2038180	Changchun	Changchun	1	0
3	110	8	Admin-0 capital	Sarajevo			0	Sarajevo	1	0		0	0	Bosnia and Herzegovina	BIH	Bosnia and Herzegovina	BIH	Sarajevo	BA		43,8500224	18,38300167	0	0		696731	628902	627065	11	11	3191281		Sarajevo	1	5
4	50	1	Populated place	Jilin			0	Jilin	0	0		0	1	China	CHN	China	CHN	Jilin	CN		43,84997072	126,5500427	1	0	Changed scale rank.	2396000	1881977	1895806	12	12	2036502	Jilin	Jilin	1	0
1	300	1	Admin-1 capital	Urumqi		_rnmqi|Wulumqi	0	Urumqi	0	0		0	1	China	CHN	China	CHN	Xinjiang Uygur	CN		43,80501223	87,57500565	5	0	Changed scale rank.	2151000	1508225	2044401	12	12	1529102	_rnmqi (Wulumqi)	Urumqi	1	0
4	50	3	Admin-1 region capital	Florence			0	Florence	0	0		0	0	Italy	ITA	Italy	ITA	Toscana	IT		43,78000083	11,25000036	4	0	Changed feature class.	1500000	371517	44781	12	10	3176959		Florence3	1	0
6	30	0	Admin-0 capital	Monaco			0	Monaco	1	0		0	0	Monaco	MCO	Monaco	MCO		MC		43,73964569	7,406913173	4	0	Location adjusted. Changed scale rank.	36371	36371	102371	7	7	2993458		Monaco	1	0
1	300	2	Admin-1 capital	Toronto			0	Toronto	0	0		1	1	Canada	CAN	Canada	CAN	Ontario	CA		43,69997988	-79,42002079	0	0		5213000	3934421	3749229	13	12	6167865	Toronto	Toronto	1	0
6	30	3	Admin-1 region capital	Toulouse			0	Toulouse	0	0		0	1	French Republic	FRA	France	FRA	Midi-Pyrenees	FR		43,61995892	1,449926716	1	0	Changed scale rank. Changed feature class.	847000	433055	686333	11	10	2972315	Toulouse	Toulouse	1	0
4	50	1	Populated place	Tongliao			0	Tongliao	0	0		0	1	China	CHN	China	CHN	Nei Mongol	CN		43,61995892	122,2699939	0	0		884000	261110	302291	11	10	2034400	Tongliao	Tongliao	1	0
7	20	3	Admin-1 region capital	Montpellier			0	Montpellier	0	0		0	0	French Republic	FRA	France	FRA	Languedoc-Roussillon	FR		43,61039878	3,869985716	4	0	Changed feature class.	327254	248252	318850	10	10	2992166		Montpellier	1	0
3	110	1	Admin-1 capital	Boise			0	Boise	0	0		0	0	United States	USA	United States of America	USA	Idaho	US		43,60859011	-116,2274899	0	0		338071	145987	334003	10	9	5586437		Boise	1	0
7	20	3	Admin-1 region capital	Ancona			0	Ancona	0	0		0	0	Italy	ITA	Italy	ITA	Marche	IT		43,60037355	13,49994055	4	0	Changed feature class.	100507	90691	81315	9	8	3183089		Ancona	1	0
4	50	2	Populated place	Sochi			0	Sochi	0	0		0	0	Russia	RUS	Russia	RUS	Krasnodar	RU		43,59001243	39,72996741	0	0		327608	325670	325533	10	10	491422		Sochi	1	0
4	50	7	Admin-1 capital	Dalandzadgad			0	Dalandzadgad	0	0		0	0	Mongolia	MNG	Mongolia	MNG	#NAME?	MN		43,58355288	104,4402811	0	0		15093	11889	0	6	6	2032007		Dalandzadgad	1	0
4	50	1	Populated place	Sioux Falls			0	Sioux Falls	0	0		0	0	United States	USA	United States of America	USA	South Dakota	US		43,54998903	-96,7299978	0	0		155724	140336	152079	9	9	5231851		Sioux Falls	1	0
4	50	2	Admin-1 capital	Naltchik			0	Naltchik	0	0		0	0	Russia	RUS	Russia	RUS	Kabardin-Balkar	RU		43,4981059	43,61794714	4	0	Location adjusted.	307866	272800	0	10	10	523523		Naltchik	1	0
3	110	6	Admin-1 capital	Almaty			0	Almaty	0	0		0	1	Kazakhstan	KAZ	Kazakhstan	KAZ	Almaty	KZ		43,32498985	76,91503617	0	0		1209000	983512	954721	12	11	1526384	Almaty	Almaty	1	0
4	50	2	Admin-1 capital	Groznyy			0	Groznyy	0	0		0	0	Russia	RUS	Russia	RUS	Chechnya	RU		43,31868532	45,69869869	0	0		226100	216375	209389	10	10	558418		Groznyy	1	0
4	50	3	Admin-1 region capital	Marseille		Marseille-Aix-en-Provence	0	Marseille	0	0		0	1	French Republic	FRA	France	FRA	Provence-Alpes-C(te-d'Azur	FR		43,28997906	5,37501013	4	0	Changed feature class.	1400000	794811	813666	12	11	2995469	Marseille-Aix-en-Provence	Marseille	1	0
4	50	3	Populated place	Bilbao			0	Bilbao	0	0		0	0	Kingdom of Spain	ESP	Spain	ESP	Pais Vasco	ES		43,24998151	-2,929986818	0	0		875552	353187	870248	11	10	3128026		Bilbao	1	0
4	50	1	Populated place	Rochester			0	Rochester	0	0		0	1	United States	USA	United States of America	USA	New York	US		43,17042564	-77,61994979	0	0		755000	211354	625910	11	10	5134086	Rochester	Rochester1	1	0
3	110	2	Admin-1 capital	Vladivostok			0	Vladivostok	0	0		0	0	Russia	RUS	Russia	RUS	Primor'ye	RU		43,13001467	131,9100256	0	0		587022	586212	565528	11	11	2013348		Vladivostok	1	0
7	20	3	Admin-1 region capital	Perugia			0	Perugia	0	0		0	0	Italy	ITA	Italy	ITA	Umbria	IT		43,11037762	12,38998246	4	0	Changed feature class.	149125	134871	131874	9	9	3171180		Perugia	1	0
2	200	2	Admin-1 region capital	Sapporo			0	Sapporo	0	0		0	1	Japan	JPN	Japan	JPN	Hokkaido	JP		43,07497927	141,3400443	4	0	Changed feature to Admin-0 region capital. Changed scale rank.	2544000	1861786	1848993	12	12	2128295	Sapporo	Sapporo	1	0
3	110	1	Populated place	Milwaukee			0	Milwaukee	0	0		0	1	United States	USA	United States of America	USA	Wisconsin	US		43,05265505	-87,91996708	0	0		1388000	579180	975989	12	11	5263045	Milwaukee	Milwaukee	1	0
4	50	1	Populated place	Syracuse			0	Syracuse	0	0		0	0	United States	USA	United States of America	USA	New York	US		43,04999371	-76,15001367	0	0		662577	145170	338051	11	9	5140405		Syracuse	1	0
6	30	8	Admin-0 region capital	Sukhumi		Sokhumi	0	Sukhumi	0	0		0	0	Georgia	GEO	Georgia	GEO	Abkhazia	GE		43,02002138	41,02001786	1	0	Changed scale rank.	81546	70892	70746	8	8	611847		Sukhumi	1	0
4	50	2	Populated place	Kushiro			0	Kushiro	0	0		0	0	Japan	JPN	Japan	JPN	Hokkaido	JP		42,97495953	144,3746911	4	0	Location adjusted.	198566	183612	0	9	9	2129376		Kushiro	1	0
4	50	6	Admin-1 capital	Taraz		Dzhambul	0	Taraz	0	0		0	0	Kazakhstan	KAZ	Kazakhstan	KAZ	Zhambyl	KZ		42,89997703	71,36498734	0	0		358153	307294	302784	10	10	1516905		Taraz	1	5
3	110	1	Populated place	Buffalo			0	Buffalo	0	0		0	1	United States	USA	United States of America	USA	New York	US		42,87997825	-78,88000208	0	0		1016000	279557	785538	12	10	5110629	Buffalo	Buffalo	1	0
3	110	8	Admin-0 capital	Bishkek			0	Bishkek	1	0		0	1	Kyrgyzstan	KGZ	Kyrgyzstan	KGZ	Bishkek	KG		42,87307945	74,58520422	0	0		837000	804212	781714	11	11	1528675	Bishkek	Bishkek	1	5
4	50	1	Populated place	Casper			0	Casper	0	0		0	0	United States	USA	United States of America	USA	Wyoming	US		42,86661989	-106,3124878	4	0	Location adjusted.	60791	51507	0	8	8	5820705		Casper	1	0
3	110	1	Populated place	Hami			0	Hami	0	0		0	0	China	CHN	China	CHN	Xinjiang Uygur	CN		42,82698407	93,51500484	4	0	Location adjusted.	300848	137072	0	10	9	1529484		Hami	1	0
3	110	7	Admin-0 capital	Sofia			0	Sofia	1	0		0	1	Bulgaria	BGR	Bulgaria	BGR	Grad Sofiya	BG		42,68334943	23,31665401	0	0		1185000	874827	871735	12	11	727011	Sofia	Sofia	1	0
4	50	8	Admin-0 capital	Pristina			0	Pristina	1	0		0	0	Kosovo	KOS	Kosovo	KOS	Pristina	-99		42,66670961	21,16598425	4	0	Changed scale rank.	465186	198214	261783	10	9	786714		Pristina	1	0
6	30	0	Admin-0 capital	Andorra			0	Andorra	1	0		0	0	Andorra	AND	Andorra	AND		AD		42,50000144	1,516485961	4	0	Changed scale rank.	53998	22256	53371	8	7	3130067		Andorra	1	5
4	50	6	Admin-1 capital	Nukus			0	Nukus	0	0		0	0	Uzbekistan	UZB	Uzbekistan	UZB	Karakalpakstan	UZ		42,47000327	59,61500688	0	0		230006	226416	218097	10	10	601294		Nukus	1	0
4	50	8	Admin-0 capital	Podgorica			0	Podgorica	1	0		0	0	Montenegro	MNE	Montenegro	MNE	Podgorica	ME		42,46597251	19,26630692	4	0	Location adjusted. Changed scale rank.	145850	136473	0	9	9	3193044		Podgorica	1	0
7	20	3	Admin-1 region capital	L'Aquila		Aquila	0	L'Aquila	0	0		0	0	Italy	ITA	Italy	ITA	Abruzzo	IT		42,35039817	13,39002478	4	0	Changed feature class.	68503	55900	55484	8	8	3175121		L'Aquila	1	0
2	200	1	Admin-1 capital	Boston			0	Boston	0	0		1	1	United States	USA	United States of America	USA	Massachusetts	US		42,32996014	-71,07001367	0	0		4467000	589141	2238083	12	11	4930956	Boston	Boston	1	0
2	200	1	Populated place	Detroit			0	Detroit	0	0		0	1	United States	USA	United States of America	USA	Michigan	US		42,32996014	-83,08005579	5	0	Changed scale rank.	4101000	951270	1484768	12	11	4990729	Detroit	Detroit	1	0
4	50	6	Admin-1 capital	Shymkent			0	Shymkent	0	0		0	0	Kazakhstan	KAZ	Kazakhstan	KAZ	South Kazakhstan	KZ		42,32001243	69,59501786	0	0		465392	414032	452683	10	10	1518980		Shymkent	1	5
4	50	1	Populated place	Chifeng			0	Chifeng	0	0		0	1	China	CHN	China	CHN	Nei Mongol	CN		42,27001548	118,9499898	0	0		1277000	346654	586984	12	10	2038067	Chifeng	Chifeng	1	0
4	50	3	Populated place	Vigo			0	Vigo	0	0		0	0	Kingdom of Spain	ESP	Spain	ESP	Galicia	ES		42,22001853	-8,729994549	0	0		378952	292745	375282	10	10	3105976		Vigo	1	0
4	50	8	Admin-0 capital	Skopje			0	Skopje	1	0		0	0	Macedonia	MKD	Macedonia	MKD	Centar	MK		42,00000612	21,43346147	4	0	Changed scale rank.	494087	474889	491890	10	10	785842		Skopje	1	5
7	20	3	Admin-1 region capital	Ajaccio			0	Ajaccio	0	0		0	0	French Republic	FRA	France	FRA	Corse	FR		41,92706484	8,728293822	0	0		54364	39446	33400	8	7	3038334		Ajaccio	1	0
8	10	3	Admin-0 capital	Vatican City			0	Vatican City	1	0		1	0	Vatican (Holy Sea)	VAT	Vatican (Holy Sea)	VAT	Lazio	VA		41,90001223	12,44780839	4	0	Changed scale rank.	832	832	562430	2	2	6691831		Vatican City	1	0
0	600	3	Admin-0 capital	Rome			0	Rome	1	0		1	1	Italy	ITA	Italy	ITA	Lazio	IT		41,89595563	12,48325842	0	0		3339000	35452	2050212	12	7	4219762	Rome	Rome	1	0
1	300	1	Populated place	Chicago			0	Chicago	0	0		1	1	United States	USA	United States of America	USA	Illinois	US		41,82999066	-87,75005497	0	0		8990000	2841952	3635101	13	12	4887398	Chicago	Chicago	1	0
2	200	1	Populated place	Shenyeng		Shenyang	0	Shenyeng	0	0		0	1	China	CHN	China	CHN	Liaoning	CN		41,80497927	123,4499735	5	0	Changed scale rank.	4787000	3512192	4322104	12	12	2034937	Shenyang	Shenyeng	1	0
4	50	2	Populated place	Hakodate			0	Hakodate	0	0		0	0	Japan	JPN	Japan	JPN	Hokkaido	JP		41,79497988	140,7399776	0	0		302984	275730	296563	10	10	2130188		Hakodate	1	0
3	110	8	Admin-0 capital	Tbilisi		T'Bilisi	0	Tbilisi	1	0		0	1	Georgia	GEO	Georgia	GEO	Tbilisi	GE		41,72500999	44,79079545	0	0		1100000	1005257	977179	12	12	611717	Tbilisi	Tbilisi	1	0
6	30	8	Admin-0 region capital	Batumi		Bat'umi	0	Batumi	0	0		0	0	Georgia	GEO	Georgia	GEO	Ajaria	GE		41,6000047	41,63000647	1	0	Changed scale rank.	155542	121806	154381	9	9	615532		Batumi	1	0
3	110	1	Admin-1 capital	Des Moines			0	Des Moines	0	0		0	0	United States	USA	United States of America	USA	Iowa	US		41,57998008	-93,61998092	0	0		380655	193180	342113	10	9	4853828		Des Moines	1	0
10	1	3	Admin-1 region capital	Campobasso			0	Campobasso	0	0		0	0	Italy	ITA	Italy	ITA	Molise	IT		41,56299912	14,65599656	4	1	Added missing admin-1 capital. Population from GeoNames.	50762	50762	0	8	8	3180991			0	0
3	110	1	Populated place	Cleveland			0	Cleveland	0	0		0	1	United States	USA	United States of America	USA	Ohio	US		41,4699868	-81,69499821	0	0		1890000	449514	1711162	12	10	5150529	Cleveland	Cleveland	1	0
2	200	3	Admin-1 capital	Barcelona			0	Barcelona	0	0		1	1	Kingdom of Spain	ESP	Spain	ESP	Catalu±a	ES		41,38329958	2,183370319	4	0	Changed scale rank.	4920000	1581595	105111	12	12	3128760	Barcelona	Barcelona1	1	0
3	110	8	Admin-0 capital	Tirana			0	Tirana	1	0		0	0	Albania	ALB	Albania	ALB	Durrds	AL		41,32754071	19,81888301	0	0		895350	421286	517792	11	10	3183875		Tirana	1	0
1	300	6	Admin-0 capital	Tashkent			0	Tashkent	1	0		0	1	Uzbekistan	UZB	Uzbekistan	UZB	Tashkent	UZ		41,31170188	69,29493282	5	0	Changed scale rank.	2184000	1978028	2806287	12	12	1512569	Tashkent	Tashkent	1	0
4	50	5	Admin-1 capital	Samsun			0	Samsun	0	0		0	0	Turkey	TUR	Turkey	TUR	Samsun	TR		41,27999839	36,34366247	0	0		609339	538106	407250	11	11	740264		Samsun	1	0
3	110	1	Populated place	Omaha			0	Omaha	0	0		0	0	United States	USA	United States of America	USA	Nebraska	US		41,24000083	-96,00999007	0	0		877110	408958	548614	11	10	5074472		Omaha	1	0
4	50	1	Populated place	Bridgeport		Bridgeport-Stamford	0	Bridgeport	0	0		0	1	United States	USA	United States of America	USA	Connecticut	US		41,17997866	-73,19996118	0	0		1018000	139090	1021422	12	9	5282804	Bridgeport-Stamford	Bridgeport	1	0
3	110	1	Admin-1 capital	Cheyenne			0	Cheyenne	0	0		0	0	United States	USA	United States of America	USA	Wyoming	US		41,14000694	-104,8197107	0	0		72927	55443	71050	8	8	5821086		Cheyenne	1	0
4	50	1	Populated place	Anshan		Anshan, Liaoning	0	Anshan	0	0		0	1	China	CHN	China	CHN	Liaoning	CN		41,11502138	122,9400305	0	0		1639000	1199275	2129787	12	12	2038632	Anshan, Liaoning	Anshan	1	0
7	20	3	Admin-1 region capital	Bari			0	Bari	0	0		0	0	Italy	ITA	Italy	ITA	Apulia	IT		41,1142204	16,87275793	4	0	Changed feature class.	500577	316532	497121	11	10	3182351		Bari	1	0
0	600	5	Admin-1 capital	Istanbul			0	Istanbul	0	0		1	1	Turkey	TUR	Turkey	TUR	Istanbul	TR		41,10499615	29,01000159	0	0		10061000	9945610	9651488	14	13	745044	Istanbul	Istanbul	1	0
2	200	3	Admin-1 region capital	Naples	Napoli		0	Naples	0	0		0	1	Italy	ITA	Italy	ITA	Campania	IT		40,84002525	14,24501135	4	0	Changed feature class. Changed scale rank.	2250000	988972	260177	12	11	3172394	Napoli	Naples2	1	0
4	50	1	Populated place	Elko			0	Elko	0	0		0	0	United States	USA	United States of America	USA	Nevada	US		40,83250633	-115,7619886	0	0		19252	15822	18441	6	6	5703670		Elko	1	0
4	50	1	Admin-1 capital	Hohhot		Huhot	0	Hohhot	0	0		0	1	China	CHN	China	CHN	Nei Mongol	CN		40,81997479	111,6599955	0	0		1726000	774477	1212450	12	11	2036892	Hohhot	Hohhot	1	0
4	50	1	Populated place	Eureka			0	Eureka	0	0		0	0	United States	USA	United States of America	USA	California	US		40,80222394	-124,1474974	4	0	Location adjusted.	42398	25626	0	7	7	5563397		Eureka	1	0
4	50	6	Admin-1 capital	Andijon		Andizhan	0	Andijon	0	0		0	0	Uzbekistan	UZB	Uzbekistan	UZB	Andijon	UZ		40,79000246	72,33996659	0	0		650000	323900	604043	11	10	1514588		Andijon	1	0
3	110	1	Admin-1 capital	Salt Lake City			0	Salt Lake City	0	0		0	1	United States	USA	United States of America	USA	Utah	US		40,7750163	-111,9300519	0	0		966000	178026	1078087	11	9	5780993	Salt Lake City	Salt Lake City	1	0
4	50	1	Populated place	Jinxi		Jinxi, Liaoning	0	Jinxi	0	0		0	1	China	CHN	China	CHN	Liaoning	CN		40,7503408	120,8299784	5	0	Changed scale rank.	2426000	313247	504254	12	10	2036434	Jinxi, Liaoning	Jinxi	1	0
0	600	1	Populated place	New York		New York-Newark	0	New York	0	0	UN Headquarters	1	1	United States	USA	United States of America	USA	New York	US		40,74997906	-73,98001693	0	0		19040000	8008278	9292603	14	13	5128581	New York-Newark	New York	1	0
3	110	6	Populated place	Thessaloniki			0	Thessaloniki	0	0		0	1	Greece	GRC	Greece	GRC	Kentriki Makedonia	GR		40,69610638	22,88500077	0	0		828000	354290	763621	11	10	734077	Thessaloniki	Thessaloniki	1	0
2	200	1	Populated place	Baotou			0	Baotou	0	0		0	1	China	CHN	China	CHN	Nei Mongol	CN		40,65220725	109,8220198	4	0	Location adjusted. Changed scale rank.	2036000	423329	0	12	10	2038432	Baotou	Baotou	1	0
10	1	3	Admin-1 region capital	Potenza			0	Potenza	0	0		0	0	Italy	ITA	Italy	ITA	Basilicata	IT		40,64200213	15,7989965	4	1	Added missing admin-1 capital. Population from GeoNames.	69060	69060	0	8	8	3170027			0	0
3	110	1	Populated place	Pittsburgh			0	Pittsburgh	0	0		0	1	United States	USA	United States of America	USA	Pennsylvania	US		40,4299986	-79,99998539	0	0		1838000	1232535	1174576	12	12	5206379	Pittsburgh	Pittsburgh	1	0
1	300	3	Admin-0 capital	Madrid			0	Madrid	1	0		1	1	Kingdom of Spain	ESP	Spain	ESP	Comunidad de Madrid	ES		40,40002626	-3,683351686	0	0		5567000	50437	3673427	13	8	3675707	Madrid	Madrid	1	0
3	110	8	Admin-0 capital	Baku			0	Baku	1	0		0	1	Azerbaijan	AZE	Azerbaijan	AZE	Baki	AZ		40,39527203	49,86221716	0	0		2122300	1892000	1518801	12	12	587084	Baku	Baku	1	0
4	50	5	Admin-1 capital	Bursa			0	Bursa	0	0		0	1	Turkey	TUR	Turkey	TUR	Bursa	TR		40,1999868	29,06999792	0	0		1492000	1359089	1294008	12	12	750269	Bursa	Bursa	1	0
3	110	8	Admin-0 capital	Yerevan			0	Yerevan	1	0		0	1	Armenia	ARM	Armenia	ARM	Erevan	AM		40,18115074	44,51355139	0	0		1102000	1093485	1154748	12	12	616052	Yerevan	Yerevan	1	5
4	50	1	Populated place	Dunhuang			0	Dunhuang	0	0		0	0	China	CHN	China	CHN	Gansu	CN		40,14267763	94,66201493	4	0	Location adjusted.	140094	138356	0	9	9	-1		Dunhuang	1	0
4	50	6	Admin-1 capital	Sinuiju			0	Sinuiju	0	0		0	0	Korea, North	PRK	North Korea	PRK	P'yongan-bukto	KP		40,08585939	124,4212837	0	0		288112	46356	362186	10	7	2040893		Sinuiju	1	0
4	50	8	Admin-1 capital	Turkmenbasy		Turkmenbashi	0	Turkmenbasy	0	0		0	0	Turkmenistan	TKM	Turkmenistan	TKM	Balkan	TM		40,02304669	52,96967606	0	0		68292	65152	65152	8	8	601594		Turkmenbasy	1	5
2	200	1	Populated place	Philadelphia			0	Philadelphia	0	0		0	1	United States	USA	United States of America	USA	Pennsylvania	US		39,99997316	-75,16999597	5	0	Changed scale rank.	5492000	1517550	3463016	13	12	4560349	Philadelphia	Philadelphia	1	0
0	600	1	Admin-0 capital	Beijing			0	Beijing	1	0		1	1	China	CHN	China	CHN	Beijing	CN		39,92889223	116,3882857	0	0		11106000	7480601	9033231	14	13	1816670	Beijing	Beijing	1	0
2	200	5	Admin-0 capital	Ankara			0	Ankara	1	0		0	1	Turkey	TUR	Turkey	TUR	Ankara	TR		39,92723859	32,86439164	5	0	Changed scale rank.	3716000	3307379	3267576	12	12	323786	Ankara	Ankara	1	0
3	110	1	Populated place	Jiayuguan			0	Jiayuguan	0	0		0	0	China	CHN	China	CHN	Gansu	CN		39,82000999	98,29998409	0	0		148279	122396	148125	9	9	1280957		Jiayuguan	1	0
4	50	6	Admin-1 capital	Bukhara	Buxoro		0	Bukhara	0	0		0	0	Uzbekistan	UZB	Uzbekistan	UZB	Bukhoro	UZ		39,78001243	64,43001013	1	1	Name changed. Changed scale rank.	319476	247644	308354	10	10	1217662		Buxoro	1	0
